dt,user_id,book_id
2021-07-17,34,1609360
2021-07-17,34,1691290
2021-07-17,34,1774601
2021-07-17,34,1800925
2021-07-17,34,1314117
2021-07-17,34,399009
2021-07-17,34,1257657
2021-07-17,34,5966
2021-07-17,34,1807871
2021-07-17,34,139378
2021-07-17,34,1554646
2021-07-17,34,1724968
2021-07-17,34,364427
2021-07-17,34,1770083
2021-07-17,34,1960622
2021-07-17,34,1306039
2021-07-17,34,913497
2021-07-17,34,2073889
2021-07-17,34,1882045
2021-07-17,34,2006124
2021-07-17,34,475132
2021-07-17,34,1834048
2021-07-17,34,913924
2021-07-17,34,856344
2021-07-17,34,432804
2021-07-17,34,1705368
2021-07-17,34,1318741
2021-07-17,34,1864610
2021-07-17,34,1381486
2021-07-17,34,1863416
2021-07-17,34,1083
2021-07-17,34,344141
2021-07-17,34,1991618
2021-07-17,34,1882148
2021-07-17,34,988554
2021-07-17,34,867557
2021-07-17,34,867132
2021-07-17,34,1662536
2021-07-17,34,321274
2021-07-17,34,92545
2021-07-17,34,274265
2021-07-17,34,1382290
2021-07-17,34,1542205
2021-07-17,34,1830125
2021-07-17,34,74010
2021-07-17,34,1371554
2021-07-17,34,1583348
2021-07-17,34,1243341
2021-07-17,34,1662295
2021-07-17,34,1840325
2021-07-17,34,1058022
2021-07-17,34,656442
2021-07-17,34,1885998
2021-07-17,34,1241876
2021-07-17,34,1827811
2021-07-17,34,1735399
2021-07-17,34,1766156
2021-07-17,34,1314990
2021-07-17,34,1778865
2021-07-17,34,66612
2021-07-17,34,1578571
2021-07-17,34,55804
2021-07-17,34,70157
2021-07-17,34,329681
2021-07-17,34,426068
2021-07-17,34,622304
2021-07-17,34,1118731
2021-07-17,34,1004680
2021-07-17,34,300068
2021-07-17,34,18122
2021-07-17,34,1840616
2021-07-17,34,773042
2021-07-17,34,2081
2021-07-17,34,100083
2021-07-17,34,1554737
2021-07-17,34,1566090
2021-07-17,34,1844212
2021-07-17,34,1743696
2021-07-17,34,886580
2021-07-17,34,1807965
2021-07-17,34,1721870
2021-07-17,34,88824
2021-07-17,34,1970971
2021-07-17,34,1153055
2021-07-17,34,305909
2021-07-17,34,23986
2021-07-17,34,1012832
2021-07-17,34,1622569
2021-07-17,34,1540426
2021-07-17,34,810964
2021-07-17,34,13086
2021-07-17,34,1341856
2021-07-17,34,1801807
2021-07-17,34,338000
2021-07-17,34,1819688
2021-07-17,34,732458
2021-07-17,34,106450
2021-07-17,34,243733
2021-07-17,34,1837801
2021-07-17,34,1854339
2021-07-17,34,306182
2021-07-17,34,2084316
2021-07-17,34,1245644
2021-07-17,34,193779
2021-07-17,34,1826859
2021-07-17,34,1502356
2021-07-17,34,1102483
2021-07-17,34,1943466
2021-07-17,34,1838299
2021-07-17,34,732103
2021-07-17,34,616993
2021-07-17,34,1258968
2021-07-17,34,6226
2021-07-17,34,1691335
2021-07-17,34,7854
2021-07-17,34,1120350
2021-07-17,34,113600
2021-07-18,34,1818369
2021-07-18,34,909053
2021-07-18,34,9667
2021-07-18,34,8343
2021-07-18,34,13073
2021-07-18,34,1896208
2021-07-18,34,346038
2021-07-18,34,1601283
2021-07-18,34,1894288
2021-07-18,34,331709
2021-07-18,34,144802
2021-07-18,34,904773
2021-07-18,34,1443415
2021-07-18,34,1581936
2021-07-18,34,1258012
2021-07-18,34,1451656
2021-07-18,34,1505835
2021-07-18,34,1837069
2021-07-18,34,1618820
2021-07-18,34,904852
2021-07-18,34,1465555
2021-07-18,34,1684680
2021-07-18,34,211129
2021-07-18,34,901368
2021-07-18,34,710659
2021-07-18,34,1699672
2021-07-18,34,1984073
2021-07-18,34,1148719
2021-07-18,34,1725375
2021-07-18,34,80367
2021-07-19,34,1323042
2021-07-19,34,100310
2021-07-19,34,1381296
2021-07-19,34,243525
2021-07-19,34,2080824
2021-07-19,34,1448009
2021-07-19,34,1883349
2021-07-19,34,1443742
2021-07-19,34,1544587
2021-07-19,34,1781244
2021-07-19,34,1840351
2021-07-20,34,1860508
2021-07-20,34,1260173
2021-07-20,34,1260634
2021-07-20,34,2684603
2021-07-20,34,605676
2021-07-20,34,1262013
2021-07-20,34,2114945
2021-07-20,34,1454960
2021-07-20,34,244297
2021-07-21,34,1710018
2021-07-21,34,1708442
2021-07-21,34,1953406
2021-07-21,34,10745
2021-07-22,34,747943
2021-07-22,34,1559512
2021-07-22,34,1648798
2021-07-22,34,1075322
2021-07-22,34,1636618
2021-07-22,34,1286165
2021-07-22,34,951848
2021-07-22,34,118185
2021-07-23,34,1922126
2021-07-23,34,718913
2021-07-23,34,1471355
2021-07-23,34,1562556
2021-07-23,34,97258
2021-07-23,34,1936776
2021-07-23,34,342519
2021-07-23,34,1757714
2021-07-23,34,1033076
2021-07-23,34,346000
2021-07-23,34,1382489
2021-07-23,34,341401
2021-07-23,34,1562448
2021-07-23,34,1688656
2021-07-23,34,1562519
2021-07-23,34,1019223
2021-07-23,34,885304
2021-07-23,34,1757656
2021-07-23,34,1748570
2021-07-23,34,1597333
2021-07-23,34,1579626
2021-07-23,34,345460
2021-07-23,34,1005180
2021-07-23,34,897434
2021-07-23,34,869512
2021-07-23,34,269336
2021-07-23,34,18749
2021-07-23,34,445209
2021-07-23,34,1098641
2021-07-23,34,852089
2021-07-23,34,1706138
2021-07-23,34,1039312
2021-07-23,34,18678
2021-07-23,34,1756671
2021-07-24,34,2090245
2021-07-24,34,23585
2021-07-24,34,1608856
2021-07-24,34,1296655
2021-07-24,34,943470
2021-07-24,34,1553851
2021-07-24,34,1189486
2021-07-24,34,1821028
2021-07-24,34,1180727
2021-07-24,34,1821019
2021-07-24,34,1541696
2021-07-24,34,1619168
2021-07-25,34,345237
2021-07-25,34,1536836
2021-07-25,34,1663399
2021-07-25,34,1381196
2021-07-25,34,5853
2021-07-25,34,345279
2021-07-25,34,17575
2021-07-25,34,2126
2021-07-25,34,1554276
2021-07-26,34,1554107
2021-07-27,34,2024395
2021-07-27,34,2103675
2021-07-27,34,1643885
2021-07-28,34,1618146
2021-07-28,34,350021
2021-07-29,34,43289
2021-07-29,34,1592010
2021-07-29,34,1850097
2021-07-29,34,2093301
2021-07-30,34,1271504
2021-07-30,34,16066
2021-07-30,34,1905095
2021-07-30,34,1362718
2021-07-30,34,1341578
2021-07-30,34,1813999
2021-07-30,34,866843
2021-07-30,34,341662
2021-07-30,34,874185
2021-07-30,34,1197780
2021-07-30,34,28346
2021-07-30,34,960385
2021-07-30,34,1870347
2021-07-30,34,1873470
2021-07-30,34,1870340
2021-07-30,34,1553937
2021-07-30,34,1554184
2021-07-30,34,1541752
2021-07-30,34,1870344
2021-07-30,34,1870342
2021-07-30,34,908259
2021-07-30,34,1553892
2021-07-30,34,1870343
2021-07-30,34,617517
2021-07-30,34,1595875
2021-07-30,34,1541719
2021-07-30,34,1271505
2021-07-30,34,829051
2021-07-30,34,1870345
2021-07-30,34,560132
2021-08-01,34,1089048
2021-08-01,34,2115980
2021-08-01,34,1870724
2021-08-01,34,1691207
2021-08-01,34,1272638
2021-08-03,34,1466038
2021-08-03,34,118190
2021-08-03,34,1821071
2021-08-03,34,1882090
2021-08-04,34,160350
2021-08-04,34,171479
2021-08-04,34,1335368
2021-08-04,34,86746
2021-08-05,34,306363
2021-08-05,34,1659022
2021-04-30,23,911566
2021-04-30,23,1104562
2021-04-30,23,1796629
2021-04-30,23,903725
2021-04-30,23,127972
2021-04-30,23,931744
2021-04-30,23,822696
2021-04-30,23,2088581
2021-04-30,23,920601
2021-04-30,23,1425319
2021-04-30,23,2000390
2021-04-30,23,719339
2021-04-30,23,1160465
2021-04-30,23,713523
2021-04-30,23,1392622
2021-04-30,23,933370
2021-04-30,23,1105451
2021-04-30,23,916521
2021-04-30,23,573987
2021-04-30,23,223315
2021-04-30,23,795876
2021-04-30,23,1104629
2021-04-30,23,736245
2021-04-30,23,795860
2021-04-30,23,1535797
2021-04-30,23,549001
2021-04-30,23,713475
2021-04-30,23,94229
2021-04-30,23,224657
2021-04-30,23,430311
2021-04-30,23,1776117
2021-04-30,23,251876
2021-04-30,23,548999
2021-04-30,23,1517781
2021-04-30,23,2000982
2021-04-30,23,246809
2021-04-30,23,599005
2021-04-30,23,584966
2021-04-30,23,503661
2021-04-30,23,889278
2021-04-30,23,350382
2021-04-30,23,227653
2021-04-30,23,1952482
2021-04-30,23,326679
2021-04-30,23,1147260
2021-04-30,23,713359
2021-04-30,23,468956
2021-04-30,23,63574
2021-04-30,23,1549521
2021-04-30,23,723683
2021-05-01,23,1155256
2021-05-01,23,389391
2021-05-01,23,759109
2021-05-06,23,1758502
2021-05-06,23,767184
2021-05-06,23,1935956
2021-05-06,23,326581
2021-05-06,23,566222
2021-05-07,23,1050360
2021-05-07,23,258884
2021-05-07,23,1230253
2021-05-07,23,1207798
2021-05-07,23,218557
2021-05-07,23,643821
2021-05-07,23,193989
2021-05-07,23,1584575
2021-05-07,23,714545
2021-05-08,23,1083076
2021-05-08,23,1901190
2021-05-08,23,418616
2021-05-08,23,207893
2021-05-08,23,536490
2021-05-09,23,538176
2021-05-09,23,1225619
2021-05-09,23,538169
2021-05-09,23,1478377
2021-05-09,23,734760
2021-05-09,23,221755
2021-05-09,23,1933086
2021-05-09,23,538157
2021-05-09,23,1576668
2021-05-09,23,553891
2021-05-09,23,679390
2021-05-09,23,1962396
2021-05-09,23,1768528
2021-05-09,23,18273
2021-05-10,23,1807807
2021-05-10,23,1088720
2021-05-10,23,1826856
2021-05-10,23,1872432
2021-05-10,23,206301
2021-05-10,23,1809901
2021-05-10,23,1810129
2021-05-10,23,1424695
2021-05-10,23,705362
2021-05-10,23,1835838
2021-05-10,23,170008
2021-05-10,23,891445
2021-05-10,23,1835576
2021-05-11,23,1933991
2021-05-11,23,755780
2021-05-11,23,1792682
2021-05-12,23,1915659
2021-05-12,23,1757895
2021-05-12,23,1717643
2021-05-12,23,408604
2021-05-12,23,1709603
2021-05-12,23,1217673
2021-05-12,23,1380283
2021-05-12,23,1779406
2021-05-12,23,499687
2021-05-12,23,978947
2021-05-12,23,1235981
2021-05-13,23,676169
2021-05-14,23,544724
2021-05-14,23,1927629
2021-05-14,23,230168
2021-05-14,23,612224
2021-05-14,23,712988
2021-05-14,23,713409
2021-05-14,23,713037
2021-05-14,23,1147527
2021-05-14,23,712513
2021-05-15,23,478201
2021-05-15,23,1134763
2021-05-18,23,657587
2021-05-22,23,1202124
2021-07-07,23,1034053
2021-07-07,23,746747
2021-07-30,23,554915
2021-08-07,23,408500
2021-08-08,23,416296
2021-08-08,23,1297244
2021-08-12,23,921871
2021-08-12,23,145780
2021-08-12,23,1456099
2021-08-12,23,1774555
2021-08-12,23,712918
2021-08-12,23,597415
2021-08-12,23,933221
2021-08-12,23,743157
2021-08-12,23,188995
2021-08-12,23,712523
2021-08-12,23,524698
2021-08-12,23,560433
2021-08-12,23,553146
2021-08-12,23,940815
2021-08-12,23,524690
2021-08-12,23,945437
2021-08-12,23,1237362
2021-08-12,23,1237336
2021-08-12,23,1830459
2021-08-12,23,946547
2021-08-12,23,1237314
2021-08-12,23,795788
2021-08-12,23,712588
2021-08-12,23,552984
2021-08-12,23,984192
2021-08-12,23,1237333
2021-08-12,23,1627385
2021-08-12,23,1926452
2021-08-12,23,524685
2021-08-12,23,714543
2021-08-12,23,713248
2021-08-12,23,953934
2021-08-12,23,251850
2021-08-12,23,941514
2021-08-12,23,1576999
2021-08-12,23,251869
2021-08-12,23,1188360
2021-08-12,23,108692
2021-08-12,23,745828
2021-08-12,23,242956
2021-08-13,23,1729985
2021-08-14,23,649582
2021-08-14,23,408720
2021-08-14,23,1468457
2021-08-14,23,437550
2021-08-15,23,26696
2021-08-15,23,1695955
2021-08-15,23,1047868
2021-08-15,23,821554
2021-08-15,23,830955
2021-08-15,23,1782529
2021-08-15,23,229109
2021-08-15,23,767544
2021-08-15,23,248665
2021-08-15,23,832952
2021-08-15,23,21416
2021-08-15,23,1803742
2021-08-18,23,1036550
2021-08-18,23,623315
2021-08-29,23,712986
2021-08-29,23,991252
2021-08-30,23,2120872
2021-08-30,23,539263
2021-08-30,23,2093246
2021-08-30,23,941738
2021-08-30,23,508886
2021-08-30,23,1801679
2021-08-30,23,1820459
2021-08-30,23,354684
2021-08-30,23,766236
2021-08-30,23,2105098
2021-08-30,23,484744
2021-08-30,23,151958
2021-08-30,23,1411365
2021-08-30,23,583845
2021-08-31,23,1812439
2021-08-31,23,1544915
2021-08-31,23,2521508
2021-08-31,23,322109
2021-08-31,23,981296
2021-08-31,23,664730
2021-08-31,23,281568
2021-09-01,23,582650
2021-09-01,23,602981
2021-09-01,23,1357468
2021-09-02,23,464234
2021-09-02,23,637510
2021-09-02,23,554653
2021-09-02,23,607878
2021-09-02,23,1159086
2021-09-02,23,547108
2021-09-02,23,768678
2021-09-02,23,786375
2021-09-02,23,1410328
2021-09-02,23,246029
2021-09-02,23,1659508
2021-09-02,23,1847175
2021-09-02,23,815757
2021-09-02,23,1099464
2021-09-03,23,729422
2021-09-03,23,2004588
2021-09-03,23,525008
2021-09-03,23,1802683
2021-09-03,23,918385
2021-09-03,23,1213695
2021-09-03,23,1814628
2021-09-03,23,1570968
2021-09-05,23,393777
2021-09-05,23,1835742
2021-09-05,23,664768
2021-09-05,23,159632
2021-09-07,23,612654
2021-09-07,23,1697148
2021-09-07,23,1617114
2021-04-11,23,571724
2021-04-11,23,713111
2021-04-11,23,713379
2021-04-11,23,728537
2021-04-11,23,576674
2021-04-11,23,713267
2021-04-11,23,275398
2021-04-11,23,401119
2021-04-11,23,30946
2021-04-11,23,14157
2021-04-11,23,1948404
2021-04-12,23,371580
2021-04-13,23,105950
2021-04-16,23,971104
2021-04-16,23,710514
2021-04-16,23,1737834
2021-04-17,23,585667
2021-04-22,23,795841
2021-04-23,23,1140806
2021-06-29,51,461133
2021-06-29,51,83206
2021-06-29,51,1993949
2021-06-29,51,2085958
2021-06-29,51,1000480
2021-06-29,51,1529519
2021-06-29,51,1142091
2021-06-29,51,875086
2021-06-29,51,2084092
2021-06-29,51,1360879
2021-06-29,51,1031659
2021-06-29,51,889360
2021-06-29,51,1003303
2021-06-29,51,1023633
2021-06-29,51,311319
2021-06-29,51,1840345
2021-06-29,51,1836527
2021-06-29,51,1018424
2021-06-29,51,230229
2021-06-29,51,171823
2021-06-29,51,1362457
2021-06-29,51,917787
2021-06-29,51,1611592
2021-06-29,51,1495298
2021-06-29,51,2087457
2021-06-29,51,1108517
2021-06-29,51,2107243
2021-06-29,51,2116153
2021-06-29,51,70087
2021-06-29,51,88843
2021-06-29,51,524455
2021-06-29,51,1065920
2021-06-29,51,1271539
2021-06-29,51,870980
2021-06-29,51,1443144
2021-06-29,51,1384801
2021-06-29,51,658676
2021-06-29,51,873253
2021-06-29,51,1821705
2021-06-29,51,1840389
2021-06-29,51,816873
2021-06-29,51,1120350
2021-06-29,51,2107245
2021-06-29,51,2107242
2021-06-29,51,975888
2021-06-29,51,1711727
2021-06-29,51,12757
2021-06-29,51,2080005
2021-06-29,51,222945
2021-06-29,51,709649
2021-06-30,51,1081162
2021-06-30,51,1554264
2021-06-30,51,1560424
2021-06-30,51,1562978
2021-06-30,51,1450690
2021-06-30,51,798015
2021-06-30,51,798386
2021-06-30,51,1358252
2021-06-30,51,798226
2021-06-30,51,1395813
2021-06-30,51,244385
2021-06-30,51,6662
2021-06-30,51,1538325
2021-06-30,51,1877204
2021-06-30,51,798474
2021-06-30,51,852616
2021-06-30,51,7908
2021-06-30,51,191786
2021-06-30,51,1587874
2021-06-30,51,28809
2021-06-30,51,617898
2021-06-30,51,2010474
2021-06-30,51,1786698
2021-06-30,51,1701706
2021-06-30,51,438275
2021-06-30,51,646305
2021-06-30,51,1197125
2021-06-30,51,402284
2021-06-30,51,42248
2021-06-30,51,1772939
2021-06-30,51,1794204
2021-06-30,51,1304747
2021-06-30,51,1908534
2021-06-30,51,821590
2021-06-30,51,1600067
2021-06-30,51,1110580
2021-06-30,51,1640749
2021-06-30,51,1363481
2021-06-30,51,1483348
2021-06-30,51,1110916
2021-06-30,51,798106
2021-06-30,51,1715977
2021-06-30,51,1342897
2021-06-30,51,1809422
2021-06-30,51,371971
2021-06-30,51,1132739
2021-06-30,51,1562793
2021-06-30,51,1818413
2021-06-30,51,1554269
2021-06-30,51,356508
2021-06-30,51,1822669
2021-06-30,51,919502
2021-06-30,51,1574298
2021-06-30,51,1602814
2021-06-30,51,1468806
2021-06-30,51,1739377
2021-06-30,51,171480
2021-06-30,51,2010814
2021-06-30,51,143222
2021-06-30,51,1752587
2021-06-30,51,2095841
2021-06-30,51,1970201
2021-06-30,51,2073736
2021-06-30,51,118190
2021-06-30,51,906794
2021-06-30,51,1627022
2021-06-30,51,2015517
2021-06-30,51,1110491
2021-07-08,51,2088622
2021-07-27,51,1882049
2021-07-28,51,1925183
2021-07-28,51,1742899
2021-07-28,51,1542012
2021-07-28,51,245322
2021-07-28,51,1372995
2021-07-28,51,145484
2021-07-28,51,1697729
2021-07-28,51,1678098
2021-07-28,51,260539
2021-07-28,51,1408355
2021-07-28,51,1678002
2021-07-28,51,2121442
2021-07-28,51,868498
2021-07-28,51,1554468
2021-07-28,51,1341856
2021-07-28,51,1273399
2021-07-28,51,28843
2021-07-28,51,1318826
2021-07-28,51,1274581
2021-07-28,51,1642295
2021-07-28,51,1827041
2021-07-28,51,1645864
2021-07-28,51,1882182
2021-07-28,51,2021713
2021-07-28,51,1569594
2021-07-28,51,1626109
2021-07-28,51,202896
2021-07-28,51,1329344
2021-07-28,51,1341971
2021-07-28,51,594530
2021-07-28,51,1834805
2021-07-28,51,15686
2021-07-28,51,1333656
2021-07-28,51,1588014
2021-07-28,51,2006407
2021-07-28,51,546659
2021-07-28,51,1602745
2021-07-28,51,312023
2021-07-28,51,1033005
2021-07-28,51,1259702
2021-07-28,51,865329
2021-07-28,51,1542667
2021-07-28,51,1451224
2021-07-28,51,342960
2021-07-28,51,1105182
2021-07-28,51,937337
2021-07-28,51,268471
2021-07-28,51,1955677
2021-07-28,51,1371793
2021-07-28,51,833472
2021-07-28,51,541081
2021-07-28,51,1474507
2021-07-28,51,1045658
2021-07-28,51,754009
2021-07-28,51,1430198
2021-07-28,51,1610575
2021-07-28,51,1557119
2021-07-28,51,1909516
2021-07-28,51,16296
2021-07-30,51,1048539
2021-07-30,51,6813
2021-07-30,51,1554620
2021-07-30,51,1655265
2021-07-30,51,2082329
2021-07-30,51,1013574
2021-07-02,51,258323
2021-07-03,51,1108447
2021-07-03,51,1321859
2021-07-03,51,1334085
2021-07-03,51,983170
2021-07-03,51,1313267
2021-07-03,51,249529
2021-07-03,51,323197
2021-07-03,51,826422
2021-07-25,51,192675
2021-07-25,51,1211326
2021-07-25,51,439351
2021-07-25,51,16377
2021-07-25,51,1275163
2021-07-25,51,865303
2021-07-25,51,318615
2021-07-25,51,366549
2021-07-25,51,245740
2021-07-25,51,418272
2021-04-30,64,295709
2021-04-30,64,1467078
2021-04-30,64,1787243
2021-04-30,64,1805221
2021-04-30,64,1015823
2021-04-30,64,1103725
2021-04-30,64,1468578
2021-05-01,64,722373
2021-05-01,64,790853
2021-05-01,64,1692145
2021-05-01,64,1574095
2021-05-01,64,2001235
2021-05-01,64,1021003
2021-05-01,64,256741
2021-05-01,64,1787274
2021-05-02,64,1468627
2021-05-02,64,1460646
2021-05-02,64,119131
2021-05-02,64,1835931
2021-05-02,64,1460650
2021-05-02,64,1666436
2021-05-02,64,1995173
2021-05-02,64,1467003
2021-05-03,64,1670741
2021-05-03,64,496941
2021-05-03,64,1883659
2021-05-05,64,1657460
2021-05-05,64,1692643
2021-05-05,64,1744126
2021-05-07,64,1187261
2021-05-08,64,749771
2021-05-08,64,2001376
2021-05-08,64,779711
2021-05-09,64,468085
2021-05-09,64,14459
2021-05-09,64,1753453
2021-05-09,64,2712
2021-05-10,64,852399
2021-05-10,64,68784
2021-05-10,64,1097174
2021-05-10,64,1010302
2021-05-14,64,1649466
2021-05-15,64,1737788
2021-05-15,64,532682
2021-05-15,64,780474
2021-05-15,64,1208062
2021-05-15,64,1813605
2021-05-15,64,28618
2021-05-15,64,807172
2021-05-15,64,555375
2021-05-16,64,1582487
2021-05-16,64,372652
2021-05-16,64,1998919
2021-05-20,64,551456
2021-05-20,64,28924
2021-05-22,64,703027
2021-05-22,64,708544
2021-05-24,64,1084273
2021-05-25,64,991274
2021-05-25,64,991261
2021-05-25,64,1786005
2021-05-26,64,1610371
2021-05-27,64,957167
2021-05-27,64,965047
2021-06-02,64,271305
2021-06-03,64,745260
2021-06-03,64,1772151
2021-06-03,64,1549703
2021-06-04,64,1586795
2021-06-04,64,1590054
2021-06-04,64,934836
2021-06-07,64,1956048
2021-06-07,64,254719
2021-06-07,64,378833
2021-06-07,64,254710
2021-06-07,64,789151
2021-06-07,64,855035
2021-06-07,64,1209751
2021-06-07,64,1103830
2021-06-09,64,1268825
2021-06-09,64,1215200
2021-06-09,64,1802255
2021-06-10,64,1582422
2021-06-10,64,922929
2021-06-10,64,1212734
2021-06-10,64,2018486
2021-06-10,64,993120
2021-06-15,64,473766
2021-06-15,64,692546
2021-06-16,64,1860130
2021-06-17,64,1813965
2021-06-17,64,975908
2021-06-17,64,945996
2021-06-18,64,1682880
2021-06-20,64,15096
2021-06-20,64,17714
2021-06-29,64,1048289
2021-07-01,64,1049864
2021-07-01,64,496876
2021-07-02,64,590654
2021-07-03,64,1183072
2021-07-03,64,1153517
2021-07-03,64,1056957
2021-07-04,64,1087138
2021-07-04,64,1157894
2021-07-06,64,519858
2021-07-06,64,427102
2021-07-10,64,68787
2021-07-10,64,314489
2021-07-11,64,567515
2021-07-11,64,11704
2021-07-11,64,724173
2021-07-11,64,1541961
2021-07-11,64,1840765
2021-07-11,64,1393452
2021-07-13,64,1113885
2021-07-13,64,1083326
2021-07-14,64,728950
2021-07-14,64,317357
2021-07-14,64,1967878
2021-07-14,64,300281
2021-07-14,64,1600925
2021-07-14,64,505478
2021-07-16,64,1814669
2021-07-20,64,593924
2021-07-20,64,1172262
2021-07-25,64,1641607
2021-07-25,64,1795944
2021-07-27,64,1759606
2021-07-29,64,2876623
2021-07-29,64,1455936
2021-07-29,64,1775068
2021-07-29,64,988363
2021-07-30,64,146863
2021-07-30,64,1193363
2021-08-01,64,1890764
2021-08-01,64,1811997
2021-08-01,64,1811994
2021-08-05,64,1205893
2021-08-05,64,2104665
2021-08-07,64,1307747
2021-08-07,64,1311449
2021-08-07,64,1057207
2021-08-07,64,1542511
2021-08-07,64,989335
2021-08-07,64,2517157
2021-08-07,64,731958
2021-08-08,64,1339052
2021-08-08,64,1147792
2021-08-18,64,2002180
2021-08-18,64,1496311
2021-08-18,64,852157
2021-08-19,64,1609536
2021-08-19,64,1466525
2021-08-19,64,1942767
2021-08-19,64,1177634
